country_name,city_name,nominal_num_bikes,cityhall,launch_date,closed_date,operator,operator_name,system_type,system_website,technology
Latvia,Riga,105,,,,SIA Nextbike LV,SiXT Latvia,,http://www.nextbike.lv/en/,nextbike
