country_name,city_name,nominal_num_bikes,cityhall,launch_date,closed_date,operator,operator_name,system_type,system_website,technology
China,Shanghai,8940,,,,Shanghai Permanent Bicycle Co,,,http://ewbike.com/,Shanghai Permanent Bicycle Co
China,Shanghai,0,,,,Mobike,Mobike,Dockless,,Mobike
