country_name,city_name,nominal_num_bikes,cityhall,launch_date,closed_date,operator,operator_name,system_type,system_website,technology
Spain,Madrid,1407,Ayuntamiento de Madrid,2014-06-23,,EMT de Madrid,BiciMAD,Dock-based,https://www.bicimad.com/,Booster-Bikes
