country_name,city_name,nominal_num_bikes,cityhall,launch_date,closed_date,operator,operator_name,system_type,system_website,technology
USA,Austin,363,City of Austin,2013-12-21,,Bike Share of Austin,Austin B-cycle,Dock-based,https://austinbcycle.com/,B-cycle
