country_name,city_name,nominal_num_bikes,cityhall,launch_date,closed_date,operator,operator_name,system_type,system_website,technology
Argentina,Buenos Aires,1650,Buenos Aires Ciudad,2015-02-21,,Buenos Aires Ciudad,BA Ecobici por Tembici,Dock-based,https://baecobici.com.ar/,
