country_name,city_name,nominal_num_bikes,cityhall,launch_date,closed_date,operator,operator_name,system_type,system_website,technology
Brazil,Rio de Janeiro,2062,,,,Tembici,Bike Rio,Dock-based,https://bikeitau.com.br/bikerio/,PBSC
